subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,5/24/2022,10/19/2021,10/21/2021,YouGov,B+,1704,a,.28596388,.01038473,37,32,36.498199,36.084682,"","",https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,77029,146803,10/25/2021,20:26:06 24 May 2022
All polls,5/24/2022,10/20/2021,10/26/2021,Echelon Insights,B/C,1600,rv,.53152399,.02330327,43,43,40.765917,42.718426,"","",https://electioninnovation.org/research/nov-2021-election-integrity-survey/data/,77741,150159,11/18/2021,20:26:06 24 May 2022
All polls,5/24/2022,10/22/2021,10/24/2021,Morning Consult,B,1999,rv,.26205365,.01098057,44,42,43.698646,43.930935,"","",https://assets.morningconsult.com/wp-uploads/2021/10/27074729/2110134_crosstabs_POLITICO_RVs_v2_SH.pdf,77048,148597,10/27/2021,20:26:06 24 May 2022
All polls,5/24/2022,10/23/2021,10/26/2021,Hart Research Associates/Public Opinion Strategies,B+,820,rv,.73552217,.03928071,47,45,45.98163,44.19472,"","",https://www.nbcnews.com/politics/meet-the-press/biden-s-job-rating-sinks-42-percent-nbc-news-poll-n1282781,77149,148793,10/31/2021,20:26:06 24 May 2022
All polls,5/24/2022,10/24/2021,10/26/2021,YouGov,B+,1261,rv,.25169703,.0101851,44,38,43.498199,42.084682,"","",https://docs.cdn.yougov.com/qwffht37bk/econTabReport.pdf,77050,148624,10/27/2021,20:26:06 24 May 2022
All polls,5/24/2022,10/27/2021,10/28/2021,Harris Poll,B+,1688,rv,1.0256409,.0549558,42,45,38.919623,41.415625,"","",https://harvardharrispoll.com/wp-content/uploads/2021/11/HHP_October2021_Crosstabs.pdf,77168,148899,11/3/2021,20:26:06 24 May 2022
All polls,5/24/2022,10/28/2021,10/30/2021,RMG Research,B-,1200,rv,.33979224,.01678716,40,41,41.940214,42.370779,"","",https://scottrasmussen.com/generic-ballot-gop-41-dems-40/,77482,149672,11/9/2021,20:26:06 24 May 2022
All polls,5/24/2022,10/29/2021,11/1/2021,Morning Consult,B,1996,rv,.26003403,.0121725,42,42,41.698646,43.930935,"","",https://assets.morningconsult.com/wp-uploads/2021/11/02070634/2110196_crosstabs_POLITICO_RVs_v1_LM.pdf,77166,148835,11/2/2021,20:26:06 24 May 2022
All polls,5/24/2022,10/30/2021,11/2/2021,YouGov,B+,1303,rv,.25190179,.01165908,44,37,43.498199,41.084682,"","",https://docs.cdn.yougov.com/7ylf58dsj9/econTabReport.pdf,77170,148863,11/3/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/1/2021,11/4/2021,SSRS,C,859,rv,.63971693,.03518673,49,44,47.944902,43.316694,"","",https://www.cnn.com/2021/11/08/politics/cnn-poll-biden-job-approval/index.html,77478,149651,11/8/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/3/2021,11/5/2021,Suffolk University,B+,1000,rv,1.1463271,.07774762,37.7,45.9,39.649506,47.674035,"","",https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2021/11_8_2021_marginals.pdf?la=en&hash=1794FE2E578E79ED2EFC35B6E8DAC2C44B8B06CD,77474,149542,11/7/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/3/2021,11/4/2021,Emerson College,A-,1000,rv,1.271577,.08869089,42,48.7,42.536228,46.695811,"","",https://emersonpolling.reportablenews.com/pr/november-2021-national-poll-biden-job-approval-drops-again,77425,149367,11/5/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/1/2021,11/9/2021,Susquehanna Polling & Research,B+,800,lv,1.0514833,.07113903,32,29,34.697945,30.329113,"","",https://thefederalist.com/2021/11/10/new-fdrlst-susquehanna-poll-shows-bidens-approval-sliding-to-36-percent-widespread-disapproval-of-critical-race-theory/,77497,149746,11/10/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/5/2021,11/7/2021,Morning Consult,B,1998,rv,.26189171,.01303306,44,42,43.698646,43.930935,"","",https://assets.morningconsult.com/wp-uploads/2021/11/10105627/2111037_crosstabs_POLITICO_RVs_v1_CC.pdf,77485,149692,11/10/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/4/2021,11/8/2021,YouGov,B+,1673,a,.27665924,.01392398,36,33,35.498199,37.084682,"","",https://docs.cdn.yougov.com/8yndiqueok/20211108_yahoo_vaccine_tabs%20%282%29.pdf,77487,149721,11/10/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/6/2021,11/9/2021,YouGov,B+,1258,rv,.24692564,.01279894,44,37,43.498199,41.084682,"","",https://docs.cdn.yougov.com/87gqotkd1s/econTabReport.pdf,77486,149712,11/10/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/7/2021,11/10/2021,ABC News/The Washington Post,A+,882,rv,1.4526324,.11626857,41,51,40.737714,49.033099,"","",https://www.washingtonpost.com/context/nov-7-10-2021-washington-post-abc-news-poll/160508a9-cea2-4433-92c8-6dc51838721e/?itid=lk_inline_manual_2,77530,149830,11/14/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/8/2021,11/11/2021,Rasmussen Reports/Pulse Opinion Research,B,2500,lv,.99332146,.0626631,38,51,40.366744,48.244196,"","",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_nov16,77676,150009,11/16/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/11/2021,11/15/2021,Quinnipiac University,A-,1262,rv,1.0152507,.06620834,41,46,40.12534,44.994566,"","",https://poll.qu.edu/poll-release?releaseid=3827,77733,150118,11/18/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/13/2021,11/15/2021,Morning Consult,B,1998,rv,.26879339,.01416057,43,43,42.698646,44.930935,"","",https://assets.morningconsult.com/wp-uploads/2021/11/17072513/2111084_crosstabs_POLITICO_RVs_v1_SH.pdf,77677,150010,11/17/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/11/2021,11/16/2021,McLaughlin & Associates,C/D,1000,lv,.3814423,.02158314,44,48,42.651323,44.78139,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2021/11/National-Monthly-November-Release-1.pdf,77791,150344,11/19/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/14/2021,11/16/2021,YouGov,B+,1299,rv,.25177106,.01430451,42,38,41.498199,42.084682,"","",https://docs.cdn.yougov.com/anoy7rtkl2/econTabReport.pdf,77678,150040,11/17/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/12/2021,11/18/2021,Echelon Insights,B/C,839,lv,.43085533,.02667696,49,44,46.765917,43.718426,"","",https://echeloninsights.com/in-the-news/november-omnibus-politics/,77792,150346,11/19/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/17/2021,11/19/2021,YouGov,B+,1307,rv,.25365664,.01492138,43,39,42.498199,43.084682,"","",https://docs.cdn.yougov.com/glqc6q0m86/20211119_yahoo_vaccine_tabs.pdf,77866,150724,12/1/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/16/2021,11/19/2021,Marist College,A,969,rv,1.1812109,.10016926,46,41,44.468915,41.988598,"","",https://maristpoll.marist.edu/wp-content/uploads/2021/11/NPR_Marist-Poll_USA-NOS-and-Tables_202111220913-1.pdf,77867,150469,11/24/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/16/2021,11/22/2021,"Fabrizio, Lee & Associates/Impact Research","",1500,rv,.89610345,.07701757,41,44,41.615925,43.542014,"","",https://www.wsj.com/articles/wsj-poll-biden-leadership-economy-midterms-11638888384?mod=Searchresults_pos2&page=1,78012,150842,12/7/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/18/2021,11/21/2021,Public Opinion Strategies,A-,1000,rv,1.1883154,.10140588,42,40,41.194872,39.962749,"","",https://www.conservativeenergynetwork.org/new-cen-poll-shows-voters-want-america-first-clean-energy-and-climate-solutions/,78015,150863,12/8/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/20/2021,11/23/2021,YouGov,B+,1249,rv,.25125739,.01542676,40,40,39.498199,44.084682,"","",https://docs.cdn.yougov.com/79n2jfbdep/econTabReport.pdf,77875,150505,11/24/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/27/2021,11/30/2021,YouGov,B+,1272,rv,.25730297,.0169253,42,37,41.498199,41.084682,"","",https://docs.cdn.yougov.com/qxe3vbsvhw/econTabReport.pdf,77936,150698,12/1/2021,20:26:06 24 May 2022
All polls,5/24/2022,11/29/2021,11/30/2021,RMG Research,B-,1200,rv,.42433105,.03149313,35,38,36.940214,39.370779,"","",https://scottrasmussen.com/generic-congressional-ballot-gop-42-dems-40/,78095,151634,1/10/2022,20:26:06 24 May 2022
All polls,5/24/2022,11/29/2021,12/1/2021,Cor Services,"",523,lv,.52048065,.04719432,37,45,38.48718,44.830937,"","",https://excellenceinpolling.com/public_poll/2021-national-4th-quarter-tracking-poll/,78083,154158,3/26/2022,20:26:06 24 May 2022
All polls,5/24/2022,11/30/2021,12/2/2021,Harris Poll,B+,1989,rv,.98169799,.08034652,50,50,46.919623,46.415625,"","",https://thehill.com/homenews/campaign/584581-new-poll-shows-challenges-for-democrats-ahead-of-2022,77982,150795,12/6/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/1/2021,12/4/2021,Hart Research Associates/Public Opinion Strategies,B+,800,a,.77788722,.07142575,34,44,32.98163,43.19472,"","",https://www.cnbc.com/2021/12/10/public-view-on-bidens-handling-of-covid-and-the-economy-takes-another-hit-cnbc-survey-shows.html,78039,150974,12/10/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/4/2021,12/6/2021,Morning Consult,B,2000,rv,.2796716,.01876083,44,41,43.698646,42.930935,"","",https://assets.morningconsult.com/wp-uploads/2021/12/08091802/2112027_crosstabs_POLITICO_RVs_v2_SH.pdf,77986,150869,12/8/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/4/2021,12/7/2021,YouGov,B+,1265,rv,.26062263,.02058919,42,39,41.498199,43.084682,"","",https://docs.cdn.yougov.com/o8u558c9sy/econTabReport.pdf,78014,150862,12/8/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/2/2021,12/9/2021,Schoen Cooperman Research,B/C,800,lv,.87516097,.10517352,45,48,43.871517,45.709994,"","",https://thehill.com/opinion/white-house/586418-the-democratic-partys-deterioration-is-shattering-hope-for-the-midterms,78118,151242,12/21/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/8/2021,12/11/2021,RMG Research,B-,1200,rv,.44857029,.04457294,38,44,39.940214,45.370779,"","",https://scottrasmussen.com/generic-ballot-republicans-44-democrats-38/,78093,151144,12/17/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/8/2021,12/14/2021,Rasmussen Reports/Pulse Opinion Research,B,2500,lv,.84460802,.09433395,39,48,41.366744,45.244196,"","",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_dec16,78080,151110,12/16/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/9/2021,12/13/2021,Echelon Insights,B/C,1020,rv,.49612415,.04867824,47,45,44.765917,44.718426,"","",https://echeloninsights.com/in-the-news/december-omnibus-politics/,78069,151035,12/14/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/9/2021,12/13/2021,YouGov,B+,1163,rv,.2552301,.02312467,44,35,43.498199,39.084682,"","",https://news.yahoo.com/poll-just-1-in-4-americans-want-biden-or-trump-to-run-again-in-2024-190141237.html,78101,151413,12/27/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/11/2021,12/13/2021,Morning Consult,B,1998,rv,.27694844,.02272403,43,42,42.698646,43.930935,"","",https://www.politico.com/f/?id=0000017d-bc86-d3d7-a37d-be9e2a280000,78074,151084,12/15/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/12/2021,12/14/2021,YouGov,B+,1267,rv,.26555391,.02528335,42,38,41.498199,42.084682,"","",https://docs.cdn.yougov.com/gv7knlmw7y/econToplines.pdf,78073,151085,12/15/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/11/2021,12/14/2021,Beacon Research/Shaw & Company Research,A,1002,rv,1.2001487,.16217406,39,43,39.662787,42.741098,"","",https://www.foxbusiness.com/politics/voters-think-biden-making-inflation-worse,78078,151108,12/15/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/13/2021,12/17/2021,Ipsos,B-,4407,a,1.1552477,.15130169,40,33,43.377255,39.337086,"","",https://www.ipsos.com/en-us/news-polls/over-half-americans-believe-countrys-economy-headed-wrong-direction-122921,78164,151427,12/30/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/14/2021,12/20/2021,YouGov,B+,900,rv,.23487378,.02442151,42,40,41.498199,44.084682,"","",https://polsci.umass.edu/toplines-and-crosstabs-december-2021-national-poll-elections-and-election-reform,78176,151489,1/5/2022,20:26:06 24 May 2022
All polls,5/24/2022,12/17/2021,12/17/2021,John Zogby Strategies,B/C,777,lv,.98241873,.16128358,43.5,39.6,43.044274,41.07028,"","",https://www.yahoo.com/now/president-bidens-approval-rating-46-204900063.html,78124,151303,12/22/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/17/2021,12/19/2021,InsiderAdvantage,B,750,rv,.8356651,.12315136,43,48,43.779976,45.665181,"","",https://amgreatness.com/2021/12/20/poll-58-of-americans-disapprove-of-bidens-job-performance/,78104,151186,12/20/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/18/2021,12/20/2021,Morning Consult,B,1998,rv,.27371395,.02655951,41,41,40.698646,42.930935,"","",https://assets.morningconsult.com/wp-uploads/2021/12/21214204/2112154_crosstabs_POLITICO_RVs_v1_SH-1.pdf,78105,151258,12/22/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/17/2021,12/20/2021,Change Research,B-,1895,rv,1.079329,.17356335,45,44,42.97267,43.082607,"","",https://changeresearch.com/post/cnbc-change-research-national-poll-biden-year-1-economic-report-card/,78171,151465,1/4/2022,20:26:06 24 May 2022
All polls,5/24/2022,12/19/2021,12/21/2021,YouGov,B+,1315,rv,.27618898,.03049345,43,36,42.498199,40.084682,"","",https://docs.cdn.yougov.com/2n20q7z489/econToplines.pdf,78122,151279,12/22/2021,20:26:06 24 May 2022
All polls,5/24/2022,12/21/2021,12/22/2021,Zogby Analytics,B-,1311,lv,.85662239,.14770427,42.5,42.8,42.200562,43.569977,"","",https://zogbyanalytics.com/news/1080-the-zogby-poll-congressional-voter-generic-and-congressional-voter-enthusiasm-republicans-hold-slight-edge-but-shouldn-t-breakout-the-champagne-just-yet,78169,151460,1/3/2022,20:26:06 24 May 2022
All polls,5/24/2022,12/27/2021,12/30/2021,Suffolk University,B+,1000,rv,1.0787695,.19743073,38.5,37.3,40.449506,39.074035,"","",https://www.usatoday.com/story/news/politics/2022/01/04/gop-midterm-red-flag-bidens-leadership-challenge-usat-suffolk-poll/9078226002/?gnt-cfr=1,78170,151464,1/4/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/2/2022,1/4/2022,YouGov,B+,1201,rv,.27892583,.03868961,42,38,41.498199,42.084682,"","",https://docs.cdn.yougov.com/tyivpnrtkb/econToplines.pdf,78174,151483,1/5/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/2/2022,1/4/2022,The Winston Group,A/B,1000,rv,1.1008923,.21938099,44,46,43.028395,45.58784,"","",https://www.winningtheissues.org/wp-content/uploads/2022/01/Winning-the-Issues-January-2022-National-Survey.pdf,78366,152286,1/31/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/3/2022,1/4/2022,RMG Research,B-,1200,rv,.5624024,.09432071,40,42,41.940214,43.370779,"","",https://scottrasmussen.com/generic-congressional-ballot-gop-42-dems-40/,78244,151630,1/10/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/8/2022,1/9/2022,Morning Consult,B,2000,rv,.24588316,.03674345,44,41,43.698646,42.930935,"","",https://www.politico.com/f/?id=0000017e-4c40-d41e-afff-fc5d1e740000&nname=playbook&nid=0000014f-1646-d88f-a1cf-5f46b7bd0000&nrid=0000014e-f0fe-dd93-ad7f-f8ffdfcd0001&nlid=630318,78254,151702,1/12/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/7/2022,1/10/2022,Quinnipiac University,A-,1178,rv,.95460202,.18526897,43,44,42.12534,42.994566,"","",https://poll.qu.edu/poll-release?releaseid=3831,78257,151740,1/12/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/10/2022,1/10/2022,NewsNation,"",1013,rv,.50958121,.09816723,39.7,45.2,41.326074,46.405771,"","",https://www.newsnationnow.com/us-news/newsnation-poll-voters-trust-in-biden-health-officials-eroding/,78267,151752,1/13/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/8/2022,1/11/2022,YouGov,B+,1258,rv,.28634731,.04416826,42,37,41.498199,41.084682,"","",https://docs.cdn.yougov.com/jv0vlnls0q/econToplines.pdf,78255,151723,1/12/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/9/2022,1/13/2022,Rasmussen Reports/Pulse Opinion Research,B,2500,lv,.79851867,.15217016,39,48,41.366744,45.244196,"","",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_jan18,78286,151860,1/18/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/12/2022,1/14/2022,Engine Insights,B,831,rv,.55187261,.10899589,42.5,41.6,41.734923,42.982103,"","",https://engine-insights.com/blog/public-opinion-polling/,78824,154925,4/26/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/12/2022,1/15/2022,Trafalgar Group,A-,1077,lv,1.1244318,.27460433,42.4,55.6,43.087113,51.748465,"","",https://www.thetrafalgargroup.org/news/nat-issues-generic-ballot-0120/,78310,151961,1/20/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/14/2022,1/18/2022,Hart Research Associates/Public Opinion Strategies,B+,790,rv,.82617231,.17857962,47,46,45.98163,45.19472,"","",https://www.nbcnews.com/politics/meet-the-press/downhill-divisive-americans-sour-nation-s-direction-new-nbc-news-n1287888,78308,152052,1/23/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/14/2022,1/17/2022,Echelon Insights,B/C,1000,rv,.46959902,.09608732,43,44,40.765917,43.718426,"","",https://netchoice.org/media-press/new-national-poll-americans-oppose-antitrust-regulations-that-harm-american-tech/,78311,151966,1/20/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/13/2022,1/18/2022,McLaughlin & Associates,C/D,1000,lv,.38233011,.0720815,43,48,41.651323,44.78139,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2022/01/National-Release-January-2022.pdf,78297,151934,1/19/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/15/2022,1/16/2022,Morning Consult,B,2005,rv,.23455855,.03988599,41,42,40.698646,43.930935,"","",https://assets.morningconsult.com/wp-uploads/2022/01/18165343/2201075_crosstabs_POLITICO_RVs_v1_SH.pdf,78290,151912,1/19/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/15/2022,1/18/2022,YouGov,B+,1153,rv,.27672318,.04732297,43,39,42.498199,43.084682,"","",https://docs.cdn.yougov.com/ag4e883md3/econToplines.pdf,78292,151913,1/19/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/16/2022,1/19/2022,Beacon Research/Shaw & Company Research,A,1001,rv,1.0982732,.26896615,43,44,43.662787,43.741098,"","",https://www.foxnews.com/politics/fox-news-poll-voters-split-congressional-election,78322,152051,1/23/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/19/2022,1/20/2022,Harris Poll,B+,1815,rv,.85943848,.18127867,47,53,43.919623,49.415625,"","",https://thehill.com/homenews/campaign/591118-poll-30-percent-of-americans-say-they-approve-of-the-job-congress-is-doing,78328,152060,1/24/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/21/2022,1/23/2022,Echelon Insights,B/C,1029,rv,.47788922,.10625038,46,41,43.765917,40.718426,"","",https://echeloninsights.com/in-the-news/january-22-omnibus-political/,78341,152187,1/26/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/20/2022,1/24/2022,Monmouth University,A,735,rv,1.1839102,.31749844,43,51,42.354281,48.946019,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_012622/,78338,152175,1/26/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/21/2022,1/23/2022,InsiderAdvantage,B,850,lv,.80536479,.20202038,42,49,42.779976,46.665181,"","",https://amgreatness.com/2022/01/25/poll-only-40-percent-of-americans-approve-of-bidens-job-performance-most-prefer-gop-to-control-congress/,78330,152072,1/25/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/22/2022,1/23/2022,Morning Consult,B,2005,rv,.22698604,.04301509,42,42,41.698646,43.930935,"","",https://www.politico.com/f/?id=0000017e-92cd-db3e-a17e-d2ff8b5d0000,78335,152148,1/26/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/21/2022,1/24/2022,Zogby Analytics,B-,897,lv,.7510749,.20403673,43.7,41.9,43.400562,42.669977,"","",https://zogbyanalytics.com/news/1124-the-zogby-poll-congressional-generic-2-2-2022,78360,152403,2/3/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/22/2022,1/25/2022,YouGov,B+,1249,rv,.28534694,.05374555,42,38,41.498199,42.084682,"","",https://docs.cdn.yougov.com/msj0jl4o2x/econToplines.pdf,78334,152149,1/26/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/10/2022,2/6/2022,SSRS,C,1257,rv,.69190882,.16700856,43,44,41.944902,43.316694,"","",https://www.cnn.com/2022/02/11/politics/cnn-poll-economy-education-2022/index.html,78424,152598,2/11/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/25/2022,1/27/2022,OnMessage,B/C,800,lv,.48144858,.11971375,43,47,42.500905,46.576007,"","",https://senopportunity.org/wp-content/uploads/2022/02/2022-01-21-PUBLIC-DECK-National-SOF.pdf,78374,152345,2/2/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/25/2022,1/27/2022,Cygnal,B+,5837,lv,1.4383197,.34633192,44.8,47.1,43.636671,45.86934,"","",https://www.cygn.al/cygnal-national-voter-trends-panel/,78408,152465,2/8/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/26/2022,1/28/2022,Engine Insights,B,808,rv,.4828993,.11699954,44.1,43.8,43.334923,45.182103,"","",https://engine-insights.com/blog/public-opinion-polling/,78823,154924,4/26/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/28/2022,1/30/2022,Morning Consult,B,2005,rv,.22256202,.04576825,44,41,43.698646,42.930935,"","",https://www.politico.com/f/?id=0000017e-b883-d713-a1ff-fbab0b900000,78373,152344,2/2/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/29/2022,2/1/2022,YouGov,B+,1273,rv,.28803548,.05923831,44,38,43.498199,42.084682,"","",https://docs.cdn.yougov.com/o2uq4b0h68/econToplines.pdf,78377,152369,2/2/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/2/2022,2/6/2022,Trafalgar Group,A-,1073,lv,1.1048645,.34086671,41.9,54.4,42.587113,50.548465,"","",https://www.thetrafalgargroup.org/wp-content/uploads/2022/02/COSA-National-Issues-Full-Report-0209.pdf,78435,152638,2/14/2022,20:26:06 24 May 2022
All polls,5/24/2022,1/31/2022,2/7/2022,Ipsos,B-,4404,a,1.1102784,.30810501,42,34,45.377255,40.337086,"","",https://www.ipsos.com/en-us/news-polls/half-americans-say-certain-to-vote-upcoming-midterms-021522,78448,152725,2/17/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/5/2022,2/6/2022,Morning Consult,B,2005,rv,.21706576,.0495408,42,43,41.698646,44.930935,"","",https://assets.morningconsult.com/wp-uploads/2022/02/08222920/2202029_crosstabs_POLITICO_RVs_v2_SH.pdf,78403,152502,2/9/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/3/2022,2/9/2022,Susquehanna Polling & Research,B+,800,lv,1.0346256,.31829101,41,47,43.697945,48.329113,"","",https://thefederalist.com/2022/02/11/gop-surges-to-6-point-generic-ballot-lead-in-new-fdrlst-susquehanna-poll/,78430,152615,2/11/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/4/2022,2/8/2022,Public Opinion Strategies,A-,1000,rv,1.1648257,.35577509,43,41,42.194872,40.962749,"","",https://cresenergy.com/pressreleases/poll-voters-support-commonsense-all-the-above-energy-policies-championed-by-republicans/,78515,153096,3/1/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/5/2022,2/8/2022,YouGov,B+,1255,rv,.28568249,.06406954,43,39,42.498199,43.084682,"","",https://docs.cdn.yougov.com/i8sxn720xf/econToplines.pdf,78412,152521,2/9/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/8/2022,2/10/2022,OnMessage,B/C,800,lv,.43316874,.12951106,42,45,41.500905,44.576007,"","",https://senopportunity.org/wp-content/uploads/2022/02/2022-01-22-PUBLIC-DECK-v2-National-SOF.pdf,78440,152662,2/15/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/9/2022,2/11/2022,Engine Insights,B,813,rv,.45062361,.12769416,44.5,41.5,43.734923,42.882103,"","",https://engine-insights.com/blog/public-opinion-polling/,78822,154923,4/26/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/10/2022,2/14/2022,Quinnipiac University,A-,1172,rv,.9250982,.26942085,44,46,43.12534,44.994566,"","",https://poll.qu.edu/poll-release?releaseid=3835,78445,152719,2/16/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/12/2022,2/13/2022,Morning Consult,B,2005,rv,.21276704,.05299254,41,43,40.698646,44.930935,"","",https://www.politico.com/f/?id=0000017f-0229-df48-a77f-42a928d30000,78441,152663,2/16/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/12/2022,2/15/2022,YouGov,B+,1231,rv,.27894855,.06891028,42,37,41.498199,41.084682,"","",https://twitter.com/YouGovAmerica/status/1493949054325334024,78443,152697,2/16/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/13/2022,2/17/2022,Rasmussen Reports/Pulse Opinion Research,B,2500,lv,.77622687,.22118288,37,50,39.366744,47.244196,"","",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_feb18,78459,152738,2/18/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/15/2022,2/16/2022,The Winston Group,A/B,1000,rv,1.0251325,.35430384,44,44,43.028395,43.58784,"","",https://www.winningtheissues.org/wp-content/uploads/2022/04/Winning-the-Issues-February-2022-National-Survey.pdf,78845,155018,4/27/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/16/2022,2/20/2022,Suffolk University,B+,1000,rv,1.1370296,.39459849,38.9,37.3,40.849506,39.074035,"","",https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2022/02_28_2022_complete_marginals.pdf?la=en&hash=6644AE77129EC0F4D711EB83D90CBC0E683DA658,78503,153001,2/28/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/16/2022,2/22/2022,McLaughlin & Associates,C/D,1000,lv,.34560182,.10589692,45,47,43.651323,43.78139,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2022/02/National-Monthly-February-2022-Release.pdf,78491,152910,2/24/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/19/2022,2/20/2022,Emerson College,A-,1138,rv,1.0896346,.38234771,41.4,49.9,41.936228,47.895811,"","",https://emersonpolling.reportablenews.com/pr/february-2022-national-poll-inflation-tops-nation-s-concerns-perception-of-covid-s-public-health-threat-drops,78464,152758,2/22/2022,20:26:06 24 May 2022
All polls,5/24/2022,2/19/2022,2/21/2022,Morning Consult,B,2005,rv,.20668308,.05657711,45,41,44.698646,42.930935,"","",https://assets.morningconsult.com/wp-uploads/2022/02/22150612/2202139_crosstabs_POLITICO_RVs_v1_SH.pdf,78473,152836,2/23/2022,20:26:06 24 May 2022
